기준년도,기준월,기준일,건축년도,아파트명,층수,도로명,법정동명,거래금액(만원),전용면적(㎡)
2015,1,01,2010,광명신촌휴먼시아1단지,3,신촌로,소하동,37000,59.87
2015,1,01,2011,광명역세권휴먼시아3단지,3,성채로,소하동,40500,74.91
2015,1,01,2007,월드메르디앙,2,목감로,광명동,34900,84.83
2015,1,01,2003,동양메이저2,2,하안로,소하동,36800,84.98
2015,1,01,2011,광명역세권휴먼시아5단지,13,서원로,소하동,54500,119.03
2015,1,01,2009,광명소하휴먼시아5단지,8,소하로,소하동,38000,59.63
2015,1,01,2006,금호어울림,13,하안로,소하동,38400,84.99
2015,1,11,2005,현진에버빌,15,목감로,광명동,34700,84.28
2015,1,11,2010,광명제일풍경채,4,광명로831번길,광명동,41900,112.13
2015,1,11,1997,광명한진타운,12,광명로,광명동,35850,84.95
2015,1,11,2005,현진에버빌,15,목감로,광명동,36700,84.28
2015,1,11,2010,광명제일풍경채,6,광명로831번길,광명동,36200,84.94
2015,1,11,2004,프리미어,1,목감로,광명동,17000,55.53
2015,1,11,2007,월드메르디앙,13,목감로,광명동,36850,84.83
2015,1,11,1997,광명한진타운,3,광명로,광명동,27950,59.93
2015,1,11,2010,광명제일풍경채,3,광명로831번길,광명동,38500,112.13
2015,1,11,2010,광명제일풍경채,12,광명로831번길,광명동,41000,112.13
2015,1,11,2005,현진에버빌,8,목감로,광명동,35900,84.28
2015,1,11,1999,광명현대,18,덕단이로,광명동,23500,84.89
2015,1,11,2007,팰리스필 2차(782),9,새터안로12번길,광명동,29400,84.95
2015,1,11,2011,광명해모로이연,8,목감로,광명동,40000,85
2015,1,11,1997,광명한진타운,17,광명로,광명동,36000,84.95
2015,1,11,1997,광명한진타운,2,광명로,광명동,28900,59.93
2015,1,11,1986,주공13,10,철산로,철산동,35300,73.08
2015,1,11,1992,철산한신,4,철망산로,철산동,32700,89.46
2015,1,11,1992,철산한신,1,철망산로,철산동,32000,89.46
2015,1,11,2010,철산푸르지오하늘채,4,디지털로,철산동,64000,114.98
2015,1,11,2002,도덕파크타운1단지,23,가림일로,철산동,38000,84.98
2015,1,11,1998,광복현대,12,사성로103번길,철산동,23400,59.94
2015,1,11,2002,도덕파크타운1단지,22,가림일로,철산동,39000,84.98
2015,1,11,1989,주공2,4,안현로,하안동,18400,45.77
2015,1,11,1989,주공3,3,안현로,하안동,22000,49.94
2015,1,11,1986,주공13,10,철산로,철산동,39500,84.59
2015,1,11,2011,광명역세권휴먼시아3단지,9,성채로,소하동,41500,74.91
2015,1,11,2009,광명소하휴먼시아5단지,9,소하로,소하동,45300,84.83
2015,1,11,2010,광명소하휴먼시아7단지,13,소하로,소하동,51500,119.79
2015,1,11,2009,광명소하휴먼시아5단지,4,소하로,소하동,45500,84.83
2015,1,11,2010,광명소하휴먼시아2단지,4,소하로,소하동,50000,101.94
2015,1,11,2009,광명소하휴먼시아3단지,12,소하로,소하동,45400,84.83
2015,1,11,2010,광명신촌휴먼시아1단지,9,신촌로,소하동,38000,59.87
2015,1,11,2003,동양메이저2,5,하안로,소하동,38700,84.98
2015,1,11,1994,성원,6,영당안로,소하동,18500,59.33
2015,1,11,2010,광명역세권휴먼시아4단지,8,성채로,소하동,44000,84.99
2015,1,11,2010,광명신촌휴먼시아1단지,5,신촌로,소하동,37700,59.87
2015,1,11,2010,광명소하휴먼시아7단지,8,소하로,소하동,44900,101.94
2015,1,11,2003,동양메이저2,2,하안로,소하동,38000,84.98
2015,1,11,2003,동양메이저2,19,하안로,소하동,45500,119.24
2015,1,11,1993,미도2차,7,영당로22번길,소하동,19000,59.67
2015,1,11,2009,광명소하휴먼시아5단지,3,소하로,소하동,44800,84.77
2015,1,11,1994,성원,7,영당안로,소하동,20500,59.33
2015,1,11,2009,광명소하휴먼시아5단지,7,소하로,소하동,44500,84.83
2015,1,11,2006,금호어울림,3,하안로,소하동,36000,84.99
2015,1,11,2011,광명역세권휴먼시아3단지,3,성채로,소하동,45000,84.12
2015,1,11,2006,금호어울림,1,하안로,소하동,34000,84.99
2015,1,11,2010,광명소하휴먼시아7단지,13,소하로,소하동,52900,119.79
2015,1,11,1990,주공6,10,금당로,하안동,14900,36.16
2015,1,11,1986,주공12,8,디지털로,철산동,31000,61.38
2015,1,11,1992,철산한신,8,철망산로,철산동,34500,89.46
2015,1,11,1985,저층주공4,5,오리로,철산동,34450,49.22
2015,1,11,2005,롯데낙천대,18,사성로,철산동,27500,59.94
2015,1,11,1990,주공12,7,하안로,하안동,19000,44.89
2015,1,11,2010,이편한세상센트레빌,18,오리로,하안동,48500,84.98
2015,1,11,1990,주공11,14,하안로,하안동,24250,49.94
2015,1,11,1989,주공3,7,안현로,하안동,15270,36.34
2015,1,11,2001,도덕파크타운2단지,22,가림일로,철산동,19800,39.65
2015,1,11,1985,저층주공9,5,모세로,철산동,30500,39.72
2015,1,11,1992,철산한신,3,철망산로,철산동,34400,89.46
2015,1,11,2007,두산위브,5,사성로,철산동,31000,59.81
2015,1,11,1986,주공13,11,철산로,철산동,36150,73.08
2015,1,11,2009,철산래미안자이,8,디지털로,철산동,46800,59.67
2015,1,11,1986,주공12,6,디지털로,철산동,35000,73.08
2015,1,11,1986,주공13,14,철산로,철산동,40500,84.77
2015,1,11,1990,주공11,1,하안로,하안동,23000,49.94
2015,1,11,1990,주공11,2,하안로,하안동,14950,36.34
2015,1,11,1990,주공5,4,가림로,하안동,23500,59.39
2015,1,11,1990,주공7,1,금당로,하안동,23600,59.39
2015,1,11,2001,도덕파크타운2단지,8,가림일로,철산동,19300,39.65
2015,1,11,2001,철산리버빌,11,안양천로502번길,철산동,25900,59.42
2015,1,11,1990,주공5,11,가림로,하안동,23000,58.01
2015,1,11,1989,주공1,6,안현로,하안동,15000,36.16
2015,1,11,2010,이편한세상센트레빌,13,오리로,하안동,42000,59.98
2015,1,11,1990,주공10,13,하안로,하안동,36300,79.07
2015,1,11,1989,주공3,3,안현로,하안동,17000,41.3
2015,1,11,1990,주공5,9,가림로,하안동,17000,45.77
2015,1,11,1995,하안주택조합현대,5,가림일로,하안동,28500,84.9
2015,1,11,2001,철산리버빌,20,안양천로502번길,철산동,31000,84.34
2015,1,11,1990,주공9,15,하안로,하안동,23800,58.01
2015,1,11,1990,주공11,14,하안로,하안동,23000,49.94
2015,1,11,2010,이편한세상센트레빌,2,오리로,하안동,46500,84.98
2015,1,11,2010,이편한세상센트레빌,22,오리로,하안동,52000,84.98
2015,1,11,1990,주공8(고층),9,하안로,하안동,34000,79.07
2015,1,11,2009,두산위브트레지움,8,광덕산로,하안동,55000,85
2015,1,11,1989,주공1,13,안현로,하안동,23000,49.94
2015,1,11,1985,저층주공8,5,모세로,철산동,37500,49.22
2015,1,11,1986,주공12,2,디지털로,철산동,38200,83.01
2015,1,11,2009,철산래미안자이,4,디지털로,철산동,54250,84.35
2015,1,11,2001,도덕파크타운2단지,7,가림일로,철산동,19500,39.73
2015,1,11,1985,저층주공7,1,모세로,철산동,45400,59.3
2015,1,11,1985,저층주공8,5,모세로,철산동,45950,59.3
2015,1,11,2001,도덕파크타운2단지,22,가림일로,철산동,26800,49.97
2015,1,11,2010,철산푸르지오하늘채,33,디지털로,철산동,51000,85
2015,1,11,2005,롯데낙천대,1,사성로,철산동,27000,59.94
2015,1,11,2006,브라운스톤,2,도덕공원로,철산동,35000,84.86
2015,1,11,2007,광명푸르지오,8,도덕공원로,철산동,45000,129.3
2015,1,11,1998,광복현대,20,사성로103번길,철산동,32900,84.67
2015,1,11,1992,철산한신,1,철망산로,철산동,43000,129.66
2015,1,11,1989,주공4,10,안현로,하안동,28000,58.01
2015,1,11,1989,주공3,6,안현로,하안동,23400,49.94
2015,1,11,2010,이편한세상센트레빌,30,오리로,하안동,49500,84.98
2015,1,11,1989,주공2,4,안현로,하안동,25000,61.52
2015,1,11,2010,이편한세상센트레빌,24,오리로,하안동,49800,84.98
2015,1,11,1990,주공5,2,가림로,하안동,15450,45.77
2015,1,11,1990,주공11,3,하안로,하안동,15100,36.34
2015,1,11,1990,주공11,13,하안로,하안동,16000,36.16
2015,1,11,1990,주공5,5,가림로,하안동,16800,45.77
2015,1,11,1990,주공5,9,가림로,하안동,22950,59.39
2015,1,11,1990,주공10,9,하안로,하안동,26800,59.39
2015,1,11,1990,주공7,8,금당로,하안동,24000,58.01
2015,1,11,1990,주공8(고층),14,하안로,하안동,25300,58.01
2015,1,11,2010,이편한세상센트레빌,1,오리로,하안동,55000,123.7
2015,1,11,1990,주공5,6,가림로,하안동,22000,58.01
2015,1,11,2009,철산래미안자이,28,디지털로,철산동,56500,84.35
2015,1,11,1992,철산한신,16,철망산로,철산동,35000,89.46
2015,1,11,2006,브라운스톤,5,도덕공원로,철산동,36500,84.86
2015,1,11,2007,두산위브,16,사성로,철산동,47500,114.99
2015,1,11,1985,저층주공7,2,모세로,철산동,44500,59.3
2015,1,11,1986,주공12,9,디지털로,철산동,39900,84.97
2015,1,11,1990,주공6,1,금당로,하안동,14500,36.34
2015,1,11,1990,주공10,6,하안로,하안동,26000,59.39
2015,1,11,1990,주공5,15,가림로,하안동,21500,59.39
2015,1,11,1990,주공6,8,금당로,하안동,15000,36.16
2015,1,11,1990,주공10,5,하안로,하안동,17500,45.77
2015,1,11,1990,주공7,7,금당로,하안동,26400,59.39
2015,1,11,2005,롯데낙천대,18,사성로,철산동,32400,84.38
2015,1,11,1985,저층주공9,4,모세로,철산동,36000,47.1
2015,1,11,1985,저층주공11,1,가마산로,철산동,23500,38.52
2015,1,11,1990,우성아파트,14,시청로,철산동,30500,84.74
2015,1,11,2002,도덕파크타운1단지,1,가림일로,철산동,32200,84.98
2015,1,11,1990,주공5,10,가림로,하안동,21800,58.01
2015,1,11,1989,주공3,12,안현로,하안동,16000,36.16
2015,1,11,1989,주공3,11,안현로,하안동,15500,36.16
2015,1,11,1989,주공1,1,안현로,하안동,20200,49.94
2015,1,11,1990,주공5,13,가림로,하안동,32000,79.07
2015,1,11,1990,주공6,4,금당로,하안동,17350,41.3
2015,1,11,1995,하안주택조합현대,11,가림일로,하안동,29700,84.9
2015,1,11,1990,주공11,12,하안로,하안동,18000,41.3
2015,1,11,1990,주공11,5,하안로,하안동,23500,49.94
2015,1,11,1989,주공3,13,안현로,하안동,22250,49.94
2015,1,11,1989,주공4,8,안현로,하안동,25400,59.39
2015,1,11,2001,도덕파크타운2단지,5,가림일로,철산동,26700,49.97
2015,1,11,1990,주공6,3,금당로,하안동,15300,36.16
2015,1,11,1989,주공4,4,안현로,하안동,25500,59.39
2015,1,11,1986,주공12,8,디지털로,철산동,38000,84.97
2015,1,11,2002,도덕파크타운1단지,15,가림일로,철산동,32000,59.82
2015,1,11,2009,철산래미안자이,15,디지털로,철산동,43200,59.67
2015,1,11,1990,주공7,2,금당로,하안동,32000,79.07
2015,1,11,1990,주공9,14,하안로,하안동,26000,59.39
2015,1,11,1990,주공12,14,하안로,하안동,26200,58.46
2015,1,11,1990,주공9,6,하안로,하안동,25500,59.39
2015,1,11,1990,주공5,5,가림로,하안동,15800,45.77
2015,1,11,1989,주공3,3,안현로,하안동,22500,49.94
2015,1,11,1989,주공3,1,안현로,하안동,15500,41.3
2015,1,11,1989,주공4,15,안현로,하안동,17400,45.77
2015,1,11,1989,주공4,6,안현로,하안동,25000,59.39
2015,1,11,1990,주공9,1,하안로,하안동,16950,45.77
2015,1,11,1990,주공9,9,하안로,하안동,25000,59.39
2015,1,11,1990,주공11,10,하안로,하안동,22000,49.94
2015,1,11,1990,주공5,13,가림로,하안동,23400,58.01
2015,1,11,1990,주공7,5,금당로,하안동,24500,59.39
2015,1,11,2009,두산위브트레지움,37,광덕산로,하안동,65500,125.16
2015,1,11,1990,주공12,7,하안로,하안동,26900,58.46
2015,1,11,1989,주공4,14,안현로,하안동,26000,59.39
2015,1,11,1989,주공2,10,안현로,하안동,25900,59.39
2015,1,11,1989,주공2,14,안현로,하안동,24350,58.01
2015,1,11,1989,주공1,14,안현로,하안동,22800,49.94
2015,1,31,2001,도덕파크타운2단지,12,가림일로,철산동,19300,39.65
2015,1,31,1989,주공1,4,안현로,하안동,23000,49.94
2015,1,31,1990,주공10,2,하안로,하안동,24900,59.39
2015,1,31,2010,이편한세상센트레빌,6,오리로,하안동,52000,84.98
2015,1,31,2010,이편한세상센트레빌,21,오리로,하안동,50500,84.98
2015,1,31,1990,주공7,13,금당로,하안동,25500,58.01
2015,1,31,1989,주공2,4,안현로,하안동,24900,59.39
2015,1,31,1989,주공4,12,안현로,하안동,26600,59.39
2015,1,31,1986,주공12,12,디지털로,철산동,32500,60.21
2015,1,31,1998,광복현대,16,사성로103번길,철산동,23500,59.94
2015,1,31,1985,저층주공10,2,가마산로,철산동,25000,38.52
2015,1,31,2007,브라운스톤2차,19,도덕공원로,철산동,37500,84.61
2015,1,31,1989,주공2,7,안현로,하안동,26800,61.52
2015,1,31,1990,주공9,12,하안로,하안동,26600,59.39
2015,1,31,1990,주공9,4,하안로,하안동,18500,45.77
2015,1,31,1990,주공9,9,하안로,하안동,19200,45.77
2015,1,31,1990,주공5,8,가림로,하안동,21500,58.01
2015,1,31,1990,주공10,6,하안로,하안동,20000,45.77
2015,1,31,2001,철산리버빌,2,안양천로502번길,철산동,20000,49.71
2015,1,31,1990,우성아파트,14,시청로,철산동,28800,76.15
2015,1,31,1986,주공13,12,철산로,철산동,37000,73.08
2015,1,31,1986,주공12,11,디지털로,철산동,39000,83.01
2015,1,31,2010,이편한세상센트레빌,11,오리로,하안동,54000,84.98
2015,1,31,1990,주공10,8,하안로,하안동,26500,59.39
2015,1,31,1990,주공8(고층),1,하안로,하안동,16900,45.77
2015,1,31,1990,주공6,13,금당로,하안동,17500,41.3
2015,1,31,1990,주공7,15,금당로,하안동,24750,58.01
2015,1,31,1989,주공4,14,안현로,하안동,18000,45.9
2015,1,31,1989,주공3,14,안현로,하안동,22400,49.94
2015,1,31,2011,광명해모로이연,26,목감로,광명동,39900,84.99
2015,1,31,1997,광명한진타운,15,광명로,광명동,35900,84.95
2015,1,31,2007,월드메르디앙,14,목감로,광명동,36000,84.83
2015,1,31,2010,철산푸르지오하늘채,24,디지털로,철산동,42000,59.99
2015,1,31,1992,철산한신,15,철망산로,철산동,34500,89.46
2015,1,31,1990,우성아파트,14,시청로,철산동,30700,84.74
2015,1,31,2001,철산리버빌,20,안양천로502번길,철산동,21700,49.61
2015,1,31,2007,두산위브,4,사성로,철산동,31500,59.81
2015,1,31,1998,광복현대,19,사성로103번길,철산동,24000,59.94
2015,1,31,1985,저층주공8,2,모세로,철산동,37900,49.22
2015,1,31,2007,두산위브,12,사성로,철산동,32000,59.81
2015,1,31,2001,철산리버빌,16,안양천로502번길,철산동,23900,49.83
2015,1,31,1986,주공12,12,디지털로,철산동,30900,61.38
2015,1,31,2002,도덕파크타운1단지,23,가림일로,철산동,30000,59.82
2015,1,31,2005,정다움,3,광명로812번길,광명동,25200,75.6
2015,1,31,2011,광명해모로이연,12,목감로,광명동,51500,123.87
2015,1,31,1995,영화,9,도덕로54번길,광명동,25000,82.5
2015,1,31,2010,광명제일풍경채,4,광명로831번길,광명동,39500,112.13
2015,1,31,1995,상우2차,16,도덕로28번안길,광명동,19000,59.7
2015,1,31,2005,현진에버빌,11,목감로,광명동,35800,84.28
2015,1,31,1997,광명한진타운,10,광명로,광명동,29200,59.93
2015,1,31,1989,주공3,2,안현로,하안동,22600,49.94
2015,1,31,2009,두산위브트레지움,10,광덕산로,하안동,56500,84.99
2015,1,31,2010,이편한세상센트레빌,5,오리로,하안동,51600,84.98
2015,1,31,1992,쌍마한신,11,철산로,철산동,36700,84.93
2015,1,31,2001,도덕파크타운2단지,7,가림일로,철산동,26280,49.97
2015,1,31,2007,두산위브,18,사성로,철산동,30800,59.81
2015,1,31,1985,저층주공9,3,모세로,철산동,31500,39.72
2015,1,31,2002,도덕파크타운1단지,6,가림일로,철산동,29800,59.82
2015,1,31,2009,철산래미안자이,27,디지털로,철산동,54500,84.35
2015,1,31,1986,주공12,8,디지털로,철산동,31900,53.46
2015,1,31,2006,브라운스톤,9,도덕공원로,철산동,34500,59.41
2015,1,31,1998,광복현대,10,사성로103번길,철산동,32500,84.67
2015,1,31,1990,주공12,2,하안로,하안동,38800,84.79
2015,1,31,1990,주공10,11,하안로,하안동,17500,45.9
2015,1,31,1990,주공11,2,하안로,하안동,16800,41.3
2015,1,31,1989,주공4,5,안현로,하안동,16500,45.9
2015,1,31,1990,주공6,10,금당로,하안동,24300,49.94
2015,1,31,1998,광복현대,11,사성로103번길,철산동,34100,84.67
2015,1,31,1986,주공13,4,철산로,철산동,34200,73.09
2015,1,31,1990,주공9,9,하안로,하안동,26300,58.01
2015,1,31,1990,주공10,10,하안로,하안동,27300,59.39
2015,1,31,1990,주공6,2,금당로,하안동,14200,36.16
2015,1,31,1989,주공1,10,안현로,하안동,21800,49.94
2015,1,31,1989,주공4,3,안현로,하안동,26000,59.39
2015,1,31,2010,이편한세상센트레빌,22,오리로,하안동,54300,84.98
2015,1,31,1995,광명주택조합현대,12,가림일로,하안동,19200,52.7
2015,1,31,1990,주공6,2,금당로,하안동,15300,36.16
2015,1,31,1990,주공8(고층),8,하안로,하안동,35000,79.07
2015,1,31,1990,주공8(고층),8,하안로,하안동,19400,45.77
2015,1,31,1990,주공7,8,금당로,하안동,25650,58.01
2015,1,31,1989,주공3,10,안현로,하안동,23700,49.94
2015,1,31,1990,주공10,1,하안로,하안동,34000,79.07
2015,1,31,2010,광명소하휴먼시아2단지,11,소하로,소하동,56700,119.79
2015,1,31,2006,금호어울림,17,하안로,소하동,36500,84.99
2015,1,31,1991,현대1,12,영당로22번길,소하동,27000,84.03
2015,1,31,2011,광명역세권휴먼시아3단지,16,성채로,소하동,42000,84.95
2015,1,31,2010,광명소하휴먼시아7단지,7,소하로,소하동,56000,135.9
2015,1,31,2010,광명소하휴먼시아7단지,9,소하로,소하동,47200,101.94
2015,1,31,2011,광명역세권휴먼시아3단지,15,성채로,소하동,43000,74.91
2015,1,31,2010,광명신촌휴먼시아1단지,8,신촌로,소하동,37500,59.87
2015,1,31,2010,광명신촌휴먼시아1단지,12,신촌로,소하동,38000,59.87
2015,1,31,2010,광명소하휴먼시아7단지,6,소하로,소하동,52000,119.75
2015,1,31,2010,광명소하휴먼시아7단지,13,소하로,소하동,61500,135.78
2015,1,31,2010,광명소하휴먼시아7단지,6,소하로,소하동,52200,119.79
2015,1,31,2003,동양메이저2,4,하안로,소하동,33500,59.96
2015,1,31,2003,동양메이저2,24,하안로,소하동,45250,119.24
2015,1,31,2009,광명소하휴먼시아3단지,11,소하로,소하동,43000,84.77
2015,1,31,2010,광명소하휴먼시아2단지,13,소하로,소하동,59000,119.21
2015,1,31,2010,광명신촌휴먼시아1단지,11,신촌로,소하동,45500,84.95
2015,1,31,2005,우림필유,2,하안로,소하동,26200,59.72
2015,1,31,1985,저층주공10,1,가마산로,철산동,27700,47.25
2015,1,31,2009,철산래미안자이,22,디지털로,철산동,60000,84.66
2015,1,31,1986,주공13,15,철산로,철산동,35000,73.09
2015,1,31,1986,주공13,5,철산로,철산동,34000,73.09
2015,1,31,1986,주공13,12,철산로,철산동,36350,73.08
2015,1,31,1986,주공13,1,철산로,철산동,36500,83.06
2015,1,31,1986,주공12,11,디지털로,철산동,29000,53.46
2015,1,31,2010,이편한세상센트레빌,4,오리로,하안동,41500,59.98
2015,1,31,2001,도덕파크타운2단지,15,가림일로,철산동,19750,39.65
2015,1,31,1985,저층주공4,3,오리로,철산동,40000,59.3
2015,1,31,2001,도덕파크타운2단지,9,가림일로,철산동,19250,39.65
2015,1,31,2007,두산위브,6,사성로,철산동,39400,84.9
2015,1,31,2009,철산래미안자이,14,디지털로,철산동,72000,116.73
2015,1,31,2001,도덕파크타운2단지,19,가림일로,철산동,27250,49.98
2015,1,31,1985,저층주공4,2,오리로,철산동,35000,49.22
2015,1,31,1990,우성아파트,15,시청로,철산동,30300,84.74
2015,1,31,2001,철산리버빌,23,안양천로502번길,철산동,30400,84.34
2015,1,31,1990,주공10,14,하안로,하안동,38000,79.07
2015,1,31,1990,주공10,2,하안로,하안동,35000,79.07
2015,1,31,2010,이편한세상센트레빌,6,오리로,하안동,65000,123.7
2015,1,31,2001,도덕파크타운2단지,17,가림일로,철산동,27300,49.97
2015,1,31,1985,저층주공10,2,가마산로,철산동,24700,38.52
2015,1,31,1989,주공1,15,안현로,하안동,22400,49.94
2015,1,31,1990,주공12,11,하안로,하안동,28800,59.22
2015,1,31,1990,주공9,7,하안로,하안동,26000,58.01
2015,1,31,1990,주공5,3,가림로,하안동,22000,58.01
2015,1,31,1990,주공5,11,가림로,하안동,16500,45.77
2015,1,31,2010,이편한세상센트레빌,9,오리로,하안동,60000,123.7
2015,1,31,1990,주공10,9,하안로,하안동,27500,59.39
2015,1,31,1990,주공12,5,하안로,하안동,26200,58.46
2015,1,31,1990,주공12,8,하안로,하안동,26900,58.46
2015,1,31,1989,주공1,13,안현로,하안동,21000,49.94
2015,1,31,1989,주공4,11,안현로,하안동,27300,59.39
2015,1,31,1989,주공4,5,안현로,하안동,17000,45.9
2015,1,31,1989,주공2,6,안현로,하안동,27000,61.52
2015,1,31,1990,주공8(고층),8,하안로,하안동,23300,59.39
2015,1,31,1989,주공3,2,안현로,하안동,17500,41.3
2015,1,31,1990,주공9,8,하안로,하안동,25800,59.39
2015,1,31,1990,주공11,12,하안로,하안동,23700,49.94
2015,1,31,1992,쌍마한신,13,철산로,철산동,34300,84.93
2015,1,31,1985,저층주공11,2,가마산로,철산동,23900,38.52
2015,1,31,1990,주공10,9,하안로,하안동,27150,59.39
2015,1,31,2010,철산푸르지오하늘채,6,디지털로,철산동,55800,114.98
2015,1,31,1990,주공9,5,하안로,하안동,25500,58.01
2015,1,31,2010,광명역세권휴먼시아4단지,4,성채로,소하동,42000,84.95
2015,1,31,2011,광명역세권휴먼시아3단지,15,성채로,소하동,40000,84.95
2015,1,31,2009,광명소하휴먼시아3단지,1,소하로,소하동,41000,84.83
2015,1,31,2010,광명소하휴먼시아2단지,7,소하로,소하동,52100,101.94
2015,1,31,1990,주공6,4,금당로,하안동,14500,36.16
2015,1,31,1989,주공1,15,안현로,하안동,14500,36.16
2015,1,31,1989,주공3,12,안현로,하안동,15900,36.16
2015,1,31,1989,주공3,4,안현로,하안동,17500,41.3
2015,1,31,2010,이편한세상센트레빌,8,오리로,하안동,49000,84.98
2015,1,31,1995,하안주택조합현대,3,가림일로,하안동,28250,84.9
2015,1,31,1990,우성아파트,7,시청로,철산동,28600,76.15
2015,1,31,1985,저층주공8,3,모세로,철산동,45700,59.3
2015,1,31,2007,두산위브,8,사성로,철산동,31200,59.81
2015,1,31,2001,도덕파크타운2단지,1,가림일로,철산동,17800,39.65
2015,1,31,1986,주공12,12,디지털로,철산동,28000,53.46
2015,1,31,2007,브라운스톤2차,20,도덕공원로,철산동,36600,84.61
2015,1,31,2009,철산래미안자이,7,디지털로,철산동,53000,84.35
2015,1,31,1985,저층주공11,5,가마산로,철산동,23900,38.52
2015,1,31,2009,철산래미안자이,17,디지털로,철산동,46800,59.67
2015,1,31,2010,광명신촌휴먼시아1단지,5,신촌로,소하동,43800,84.47
2015,1,31,1992,현대2,1,영당로22번길,소하동,24800,84.75
2015,1,31,2007,팰리스필 2차(782),5,새터안로12번길,광명동,28300,84.95
2015,1,31,2005,현진에버빌,16,목감로,광명동,36500,84.28
2015,1,31,2007,월드메르디앙,25,목감로,광명동,31200,59.7
2015,1,31,1998,광명신원,6,도덕로65번길,광명동,25700,75.66
2015,1,31,2005,영화아이닉스,5,광명로848번길,광명동,25650,54.66
2015,1,31,2005,현진에버빌,21,목감로,광명동,30350,59.81
2015,1,31,1993,중앙하이츠2,5,덕단이로,광명동,28900,84.79
2015,1,31,1993,중앙하이츠1,9,도덕로,광명동,19250,56.49
2015,1,31,1993,중앙하이츠1,15,도덕로,광명동,27000,84.79
2015,1,31,2007,월드메르디앙,8,목감로,광명동,36700,84.83
2015,1,31,2007,월드메르디앙,20,목감로,광명동,31000,59.7
2015,1,31,1993,중앙하이츠1,1,도덕로,광명동,31000,131.54
2015,1,31,2005,현진에버빌,15,목감로,광명동,29400,59.81
2015,1,31,1997,광명한진타운,19,광명로,광명동,34000,84.95
2015,1,31,1986,주공13,15,철산로,철산동,36400,83.7
2015,1,31,2009,철산래미안자이,3,디지털로,철산동,60000,115.66
2015,1,31,2009,철산래미안자이,3,디지털로,철산동,54300,84.66
2015,1,31,1992,철산한신,3,철망산로,철산동,34200,89.46
2015,1,31,1994,미도3차,6,영당로21번길,소하동,28700,84.84
2015,1,31,1986,주공13,7,철산로,철산동,37000,84.77
2015,1,31,2010,철산푸르지오하늘채,34,디지털로,철산동,53700,85
2015,1,31,1990,주공12,11,하안로,하안동,29300,59.22
2015,1,31,1990,주공8(고층),1,하안로,하안동,16900,45.77
2015,1,31,1989,주공2,15,안현로,하안동,22900,59.39
2015,1,31,1989,주공1,15,안현로,하안동,14500,36.16
2015,1,31,1989,주공3,2,안현로,하안동,15000,36.16
2015,1,31,1989,주공3,10,안현로,하안동,23000,49.94
2015,1,31,1989,주공3,4,안현로,하안동,17500,41.3
2015,1,31,1990,주공9,5,하안로,하안동,28200,58.01
2015,1,31,1990,주공9,15,하안로,하안동,24500,59.39
2015,1,31,2010,이편한세상센트레빌,2,오리로,하안동,38800,59.98
2015,1,31,1990,주공10,15,하안로,하안동,18500,45.77
2015,1,31,1990,주공12,13,하안로,하안동,29700,59.22
2015,1,31,1990,주공6,7,금당로,하안동,15800,36.16
2015,1,31,1990,주공12,5,하안로,하안동,36700,76.51
2015,1,31,1989,주공1,11,안현로,하안동,21800,49.94
2015,1,31,1989,주공2,5,안현로,하안동,18450,45.77
2015,1,31,1990,주공6,6,금당로,하안동,18000,41.3
2015,1,31,1990,주공12,5,하안로,하안동,19800,44.89
2015,1,31,1990,주공8(고층),3,하안로,하안동,34000,79.07
2015,1,31,1990,주공6,3,금당로,하안동,22500,49.94
2015,1,31,1990,주공10,7,하안로,하안동,18500,45.55
2015,1,31,1990,주공5,10,가림로,하안동,16700,45.77
2015,1,31,1997,광명한진타운,3,광명로,광명동,35500,84.95
2015,1,31,1997,광명한진타운,13,광명로,광명동,35950,84.95
2015,1,31,1997,광명한진타운,13,광명로,광명동,36450,84.95
2015,1,31,2010,광명소하휴먼시아7단지,5,소하로,소하동,51500,119.79
2015,1,31,2009,두산위브트레지움,22,광덕산로,하안동,45000,59.99
2015,1,31,1989,주공3,6,안현로,하안동,22700,49.94
2015,1,31,1990,주공9,13,하안로,하안동,25900,59.39
2015,1,31,1990,주공5,5,가림로,하안동,21900,58.01
2015,1,31,2010,이편한세상센트레빌,27,오리로,하안동,50000,84.98
2015,1,31,1989,주공2,9,안현로,하안동,24900,58.01
2015,1,31,1989,주공1,13,안현로,하안동,14900,36.16
2015,1,31,1990,주공6,2,금당로,하안동,22300,49.94
2015,1,31,1990,주공10,9,하안로,하안동,37500,79.07
2015,1,31,1993,중앙하이츠2,2,덕단이로,광명동,18800,56.49
2015,1,31,2005,현진에버빌,4,목감로,광명동,29170,59.81
2015,1,31,1990,주공9,1,하안로,하안동,23800,59.39
2015,1,31,1990,주공9,5,하안로,하안동,25500,58.01
2015,1,31,1990,주공9,3,하안로,하안동,18900,45.77
2015,1,31,1995,하안주택조합현대,4,가림일로,하안동,19750,52.7
2015,1,31,2005,영화아이닉스,2,광명로848번길,광명동,29500,79.04
2015,10,01,1992,철산한신,24,철망산로,철산동,42000,89.46
2015,10,01,2009,철산래미안자이,4,디지털로,철산동,48000,59.67
2015,10,01,2001,도덕파크타운2단지,23,가림일로,철산동,29500,49.98
2015,10,01,1989,주공4,11,안현로,하안동,30500,58.01
